Name,Role,type,coach_id
Romeo Crennel,Offensive Coordinator,Worked For,DaboBr0
Eric Mangini,"Offensive Coordinator, Quarterbacks",Worked For,DaboBr0
Sean McDermott,Offensive Coordinator,Worked For,DaboBr0
Tony Sparano,Offensive Coordinator,Worked For,DaboBr0
Bill Belichick,"Asst. O-Line Coach, Offensive Line/Tight Ends",Worked For,DaviJe0
Pete Carroll,"Asst. O-Line Coach, Tight Ends",Worked For,DaviJe0
Romeo Crennel,"Offensive Coordinator, Offensive Line",Worked For,DaviJe0
John Fox,Offensive Coordinator,Worked For,DaviJe0
Leslie Frazier,Offensive Line,Worked For,DaviJe0
Vance Joseph,Offensive Line,Worked For,DaviJe0
Mike McCoy,Offensive Line,Worked For,DaviJe0
Jim Mora,"Offensive Assistant, Volunteer Assistant",Worked For,DaviJe0
Matt Patricia,Offensive Line,Worked For,DaviJe0
Rick Venturi,Offensive Assistant,Worked For,DaviJe0
Mike Zimmer,Offensive Line,Worked For,DaviJe0
Bill Belichick,"Coaches Assistant, Defensive Backs, Defensive Coordinator",Worked For,MangEr0
Jim Harbaugh,"Sr. Offensive Consultant, Tight Ends",Worked For,MangEr0
Ted Marchibroda,Offensive Assistant/Quality Control,Worked For,MangEr0
Bill Parcells,Defensive Assistant/Quality Control,Worked For,MangEr0
Jim Tomsula,Defensive Coordinator,Worked For,MangEr0
Bill Callahan,Assistant Head Coach/Offensive Line,Employed,MangEr0
Brian Daboll,"Offensive Coordinator, Quarterbacks",Employed,MangEr0
Matt Eberflus,Linebackers,Employed,MangEr0
Dan Quinn,Defensive Line,Employed,MangEr0
Bill Belichick,"Defensive Assistant, Offensive Coordinator, Offensive Coordinator/Quarterbacks, Personnel Assistant, Quarterbacks",Worked For,McDaJo0
Steve Spagnuolo,Offensive Coordinator/Quarterbacks,Worked For,McDaJo0
Brian Callahan,Coaching Assistant,Employed,McDaJo0
Adam Gase,Wide Receivers,Employed,McDaJo0
Mike McCoy,Offensive Coordinator,Employed,McDaJo0
Mike Nolan,Defensive Coordinator,Employed,McDaJo0
Antonio Pierce,"Interim Head Coach/Linebackers, Linebackers",Employed,McDaJo0
Eric Studesville,"Interim Head Coach, Running Backs",Employed,McDaJo0
Bill Belichick,Linebackers,Worked For,RyanRo0
Jason Garrett,Defensive Coordinator,Worked For,RyanRo0
Jay Gruden,Inside Linebackers,Worked For,RyanRo0
John Harbaugh,Inside Linebackers,Worked For,RyanRo0
Lane Kiffin,Defensive Coordinator,Worked For,RyanRo0
Eric Mangini,Defensive Coordinator,Worked For,RyanRo0
Josh McDaniels,Senior Defensive Asst.,Worked For,RyanRo0
Sean Payton,Defensive Coordinator,Worked For,RyanRo0
Antonio Pierce,Senior Defensive Asst.,Worked For,RyanRo0
Buddy Ryan,Defensive Backs,Worked For,RyanRo0
Rex Ryan,Asst. Head Coach/Defense,Worked For,RyanRo0
Art Shell,Defensive Coordinator,Worked For,RyanRo0
Norv Turner,Defensive Coordinator,Worked For,RyanRo0
Bill Cowher,Defensive Coordinator,Worked For,HaslJi0
Jay Gruden,Defensive Coordinator,Worked For,HaslJi0
Marvin Lewis,Linebackers,Worked For,HaslJi0
Scott Linehan,"Defensive Coordinator, Interim HC/Defensive Coordinator",Worked For,HaslJi0
Jim Mora,"Defensive Coordinator, Linebackers",Worked For,HaslJi0
Mike Shanahan,Defensive Coordinator,Worked For,HaslJi0
Art Shell,Linebackers,Worked For,HaslJi0
Rick Venturi,Defensive Coordinator,Worked For,HaslJi0
Mike Vrabel,Inside Linebackers,Worked For,HaslJi0
Ben McAdoo,Offensive Asst./Quality Control,Employed,HaslJi0
Mike McCarthy,Offensive Coordinator,Employed,HaslJi0
Mike Riley,Assistant Head Coach/DB,Employed,HaslJi0
Al Saunders,Offensive Coordinator,Employed,HaslJi0
Rick Venturi,"Defensive Backs/AHC, Defensive Coordinator",Employed,HaslJi0
Jim Haslett,Offensive Coordinator,Worked For,McCaMi0
Mike Nolan,Offensive Coordinator,Worked For,McCaMi0
Ray Rhodes,Quarterbacks,Worked For,McCaMi0
Marty Schottenheimer,"Offensive Quality Control, Quarterbacks",Worked For,McCaMi0
Dom Capers,Defensive Coordinator,Employed,McCaMi0
John Fassel,Special Teams Coordinator,Employed,McCaMi0
Ben McAdoo,"Consultant, QB Coach, TE Coach",Employed,McCaMi0
Mike Nolan,Defensive Coordinator,Employed,McCaMi0
Mike Pettine,Defensive Coordinator,Employed,McCaMi0
Joe Philbin,"Offensive Coordinator, Offensive Line",Employed,McCaMi0
Dan Quinn,Defensive Coordinator,Employed,McCaMi0
Jim Tomsula,Defensive Line,Employed,McCaMi0
Mike Zimmer,Defensive Coordinator,Employed,McCaMi0
Bill Belichick,Defensive Coordinator,Worked For,VentRi0
Mike Ditka,"Defensive Backs/AHC, Linebackers/AHC",Worked For,VentRi0
Rod Dowhower,Linebackers,Worked For,VentRi0
Jim Haslett,"Defensive Backs/AHC, Defensive Coordinator",Worked For,VentRi0
Hal Hunter,Defensive Coordinator,Worked For,VentRi0
Frank Kush,"Defensive Coordinator, Linebackers",Worked For,VentRi0
Scott Linehan,"Defensive Coordinator, Linebackers/AHC",Worked For,VentRi0
Ted Marchibroda,"Defensive Backs, Defensive Coordinator",Worked For,VentRi0
Ron Meyer,"Defensive Coordinator/Interim HC, Linebackers",Worked For,VentRi0
Jim Mora,Linebackers/Interim Head Coach,Worked For,VentRi0
Bruce Arians,Tight Ends,Employed,VentRi0
Jim Haslett,Defensive Coordinator,Employed,VentRi0
Jim Mora,Secondary,Employed,VentRi0
Romeo Crennel,Running Backs,Worked For,AtkiDa0
Dennis Green,Tight Ends,Worked For,AtkiDa0
Jim Haslett,Running Backs,Worked For,AtkiDa0
Rich Kotite,"Special Teams, Tight Ends",Worked For,AtkiDa0
Jim Mora,Running Backs,Worked For,AtkiDa0
Bill Parcells,Running Backs,Worked For,AtkiDa0
Buddy Ryan,"Offensive Coordinator, Running Backs",Worked For,AtkiDa0
Rick Venturi,Running Backs,Worked For,AtkiDa0
Dan Campbell,Senior Offensive Asst.,Worked For,HostJi0
Gunther Cunningham,Off. Quality Control,Worked For,HostJi0
Herm Edwards,"Quarterbacks, Wide Receivers",Worked For,HostJi0
John Harbaugh,Wide Receivers,Worked For,HostJi0
Jim Haslett,Asst. Wide Receivers/Off. Quality Control,Worked For,HostJi0
Doug Marrone,Senior Offensive Asst.,Worked For,HostJi0
Mike McCarthy,Passing Game Coordinator,Worked For,HostJi0
Mike Nolan,"Offensive Coordinator, Quarterbacks",Worked For,HostJi0
Chuck Pagano,"Tight Ends, Wide Receivers",Worked For,HostJi0
Ron Rivera,"Senior Offensive Asst., Wide Receivers",Worked For,HostJi0
Jim Haslett,Assistant Head Coach/DB,Worked For,RileMi0
Joe Bugel,Offensive Line,Employed,RileMi0
Norv Turner,Offensive Coordinator,Employed,RileMi0
Bill Belichick,"Tight Ends, Wide Receivers",Worked For,ShepMi0
Gus Bradley,Wide Receivers,Worked For,ShepMi0
Jack Del Rio,Quarterbacks,Worked For,ShepMi0
Kevin Gilbride,Offensive Coordinator,Worked For,ShepMi0
Jim Haslett,"Offensive Coordinator, Quarterbacks",Worked For,ShepMi0
Mike Holmgren,Quarterbacks,Worked For,ShepMi0
June Jones,Offensive Coordinator,Worked For,ShepMi0
Marvin Lewis,Wide Receivers,Worked For,ShepMi0
Ted Marchibroda,Wide Receivers,Worked For,ShepMi0
Mike Mularkey,Wide Receivers,Worked For,ShepMi0
Gregg Williams,Offensive Coordinator,Worked For,ShepMi0
Brian Billick,"Offensive Consultant, Offensive Coordinator",Worked For,FassJi0
Ray Handley,"Offensive Coordinator, Quarterbacks",Worked For,FassJi0
Wade Phillips,Offensive Coordinator,Worked For,FassJi0
Vince Tobin,Offensive Coordinator,Worked For,FassJi0
Rod Dowhower,Quarterbacks,Employed,FassJi0
John Fox,Defensive Coordinator,Employed,FassJi0
Sean Payton,"Offensive Coordinator, Quarterbacks",Employed,FassJi0
Rod Rust,Linebackers,Employed,FassJi0
Eric Studesville,Running Backs,Employed,FassJi0
Jim Fassel,"Offensive Coordinator, Quarterbacks",Worked For,PaytSe0
Bill Parcells,"Asst. Head Coach/Passing Game Coordinator, Asst. Head Coach/Quarterbacks",Worked For,PaytSe0
Ray Rhodes,Quarterbacks,Worked For,PaytSe0
Dennis Allen,"Asst. Defensive Line, Defensive Assistant/Interim Defensive Coordinator, Defensive Coordinator, Secondary",Employed,PaytSe0
Dan Campbell,Asst. HC/Tight Ends,Employed,PaytSe0
Vance Joseph,Defensive Coordinator,Employed,PaytSe0
Aaron Kromer,"OL/RB, Running Backs",Employed,PaytSe0
Doug Marrone,Offensive Coordinator,Employed,PaytSe0
Mike Nolan,Linebackers,Employed,PaytSe0
Marc Trestman,Consultant,Employed,PaytSe0
Joe Vitt,"Assistant HC/Linebackers, Assistant Head Coach/Linebackers, Senior Defensive Asst.",Employed,PaytSe0
Gregg Williams,Defensive Coordinator,Employed,PaytSe0
Dennis Allen,Defensive Backs,Worked For,LynnJo0
Brian Billick,Defensive Backs,Worked For,LynnJo0
Jim Fassel,"Defensive Backs, Defensive Coordinator",Worked For,LynnJo0
Vance Joseph,Assistant Defensive Backs,Worked For,LynnJo0
Mike Nolan,Defensive Backs,Worked For,LynnJo0
Andy Reid,Cornerbacks,Worked For,LynnJo0
George Seifert,Defensive Backs,Worked For,LynnJo0
Mike Singletary,Defensive Backs,Worked For,LynnJo0
Sam Wyche,Defensive Backs,Worked For,LynnJo0
Jim Fassel,Linebackers,Worked For,OlivTo0
Dennis Green,Inside Linebackers,Worked For,OlivTo0
Marty Schottenheimer,"Defensive Backs, Linebackers",Worked For,OlivTo0
Mike Shanahan,Linebackers,Worked For,OlivTo0
Don Shula,Defensive Coordinator,Worked For,OlivTo0
Tom Coughlin,Tight Ends,Worked For,PopeMi0
Jim Fassel,Tight Ends,Worked For,PopeMi0
Jason Garrett,Tight Ends,Worked For,PopeMi0
Ray Handley,Tight Ends,Worked For,PopeMi0
Bill Parcells,"Running Backs, Tight Ends",Worked For,PopeMi0
David Shula,"Offensive Coordinator, Tight Ends",Worked For,PopeMi0
Norv Turner,Tight Ends,Worked For,PopeMi0
Raymond Berry,Defensive Coordinator,Worked For,RustRo0
Tom Coughlin,Linebackers,Worked For,RustRo0
Jim Fassel,Linebackers,Worked For,RustRo0
Frank Gansz,Defensive Coordinator,Worked For,RustRo0
Ray Handley,Defensive Coordinator,Worked For,RustRo0
June Jones,"Defensive Coordinator, Linebackers",Worked For,RustRo0
Marv Levy,Defensive Coordinator,Worked For,RustRo0
Steve Mariucci,Asst. Linebackers,Worked For,RustRo0
Ron Meyer,Defensive Coordinator,Worked For,RustRo0
Chuck Noll,Defensive Coordinator,Worked For,RustRo0
Dick Vermeil,Linebackers,Worked For,RustRo0
Jim Fassel,Running Backs,Worked For,StudEr0
Brian Flores,"Offensive Coordinator, Running Backs",Worked For,StudEr0
John Fox,Running Backs,Worked For,StudEr0
Adam Gase,Running Backs/RGC,Worked For,StudEr0
Dick Jauron,"Offensive Quality Control, Running Backs",Worked For,StudEr0
Vance Joseph,Asst Head Coach/RB,Worked For,StudEr0
Gary Kubiak,Running Backs,Worked For,StudEr0
Josh McDaniels,"Interim Head Coach, Running Backs",Worked For,StudEr0
Mike McDaniel,Associate Head Coach/Running Backs,Worked For,StudEr0
Mike Mularkey,Running Backs,Worked For,StudEr0
Dave Wannstedt,Offensive Quality Control,Worked For,StudEr0
Brian Callahan,Coaching Assistant,Employed,StudEr0
Adam Gase,Wide Receivers,Employed,StudEr0
Mike McCoy,Offensive Coordinator,Employed,StudEr0
Tony Dungy,Assistant Head Coach/Defensive Backs,Worked For,EdwaHe0
Marty Schottenheimer,"Defensive Backs, Scout",Worked For,EdwaHe0
Gunther Cunningham,Defensive Coordinator,Employed,EdwaHe0
Chan Gailey,Offensive Coordinator,Employed,EdwaHe0
Doug Marrone,Offensive Line,Employed,EdwaHe0
Tom Cable,Quarterbacks,Worked For,HackPa0
Herm Edwards,Offensive Coordinator,Worked For,HackPa0
Jon Gruden,Quarterbacks,Worked For,HackPa0
Tom Landry,PGC,Worked For,HackPa0
Sam Rutigliano,Quarterbacks,Worked For,HackPa0
Marty Schottenheimer,Offensive Coordinator,Worked For,HackPa0
Bill Walsh,Quarterbacks/WR/TE,Worked For,HackPa0
Joe Bugel,Defensive Line,Worked For,CottTe0
Hank Bullough,Defensive Line,Worked For,CottTe0
Herm Edwards,Defensive Coordinator,Worked For,CottTe0
Marv Levy,"Defensive Line, Linebackers",Worked For,CottTe0
Wade Phillips,Defensive Coordinator,Worked For,CottTe0
Buddy Ryan,Linebackers,Worked For,CottTe0
Mike Tice,Defensive Coordinator,Worked For,CottTe0
Norv Turner,Defensive Coordinator,Worked For,CottTe0
Dennis Allen,Offensive Line,Worked For,MarrDo0
Gus Bradley,"Asst. Head Coach/Offensive Line, Asst. Head Coach/Offensive Line/Interim Head Coach",Worked For,MarrDo0
Herm Edwards,Offensive Line,Worked For,MarrDo0
Sean Payton,Offensive Coordinator,Worked For,MarrDo0
Dom Capers,Senior Defensive Asst.,Employed,MarrDo0
Perry Fewell,Defensive Backs,Employed,MarrDo0
Jay Gruden,Offensive Coordinator,Employed,MarrDo0
Nathaniel Hackett,"Offensive Coordinator, Quarterbacks/Interim Offensive Coordinator",Employed,MarrDo0
Ben McAdoo,Quarterbacks,Employed,MarrDo0
Mike Pettine,Defensive Coordinator,Employed,MarrDo0
Terry Robiskie,Running Backs,Employed,MarrDo0
Robert Saleh,Linebackers,Employed,MarrDo0
Jim Schwartz,Defensive Coordinator,Employed,MarrDo0
Leeman Bennett,"Offensive Coordinator, Wide Receivers",Worked For,RayeJi0
Marion Campbell,Wide Receivers,Worked For,RayeJi0
Monte Clark,Running Backs,Worked For,RayeJi0
Gunther Cunningham,"Offensive Coordinator, Offensive Coordinator/RB/TE",Worked For,RayeJi0
Herm Edwards,Senior Offensive Assistant,Worked For,RayeJi0
Eric Mangini,Running Backs,Worked For,RayeJi0
Ken Meyer,Wide Receivers,Worked For,RayeJi0
John Robinson,"Offensive Coordinator, Wide Receivers",Worked For,RayeJi0
Rod Rust,Offensive Coordinator,Worked For,RayeJi0
Greg Schiano,Senior Offensive Assistant,Worked For,RayeJi0
Marty Schottenheimer,"Offensive Coordinator, Offensive Coordinator/RB/TE, RB/TE",Worked For,RayeJi0
Mike Singletary,Offensive Coordinator,Worked For,RayeJi0
Norv Turner,Offensive Coordinator,Worked For,RayeJi0
Herm Edwards,Linebackers,Worked For,SuttBo0
Al Groh,Linebackers,Worked For,SuttBo0
Eric Mangini,Defensive Coordinator,Worked For,SuttBo0
Urban Meyer,Senior Defensive Asst.,Worked For,SuttBo0
Doug Pederson,Senior Defensive Asst.,Worked For,SuttBo0
Dan Quinn,Senior Defensive Asst.,Worked For,SuttBo0
Andy Reid,Defensive Coordinator,Worked For,SuttBo0
Rex Ryan,"Asst. Head Coach/Linebackers, Sr. Defensive Assistant/Linebackers",Worked For,SuttBo0
Mike Holmgren,"Quarterbacks, Tight Ends/Asst. Offensive Line",Worked For,ReidAn0
Todd Bowles,Secondary/Interim Defensive Coordinator,Employed,ReidAn0
Brad Childress,"Assistant Head Coach, Co-Offensive Coordinator, Offensive Coordinator, Quarterbacks, Spread Game Analyst",Employed,ReidAn0
David Culley,"Asst. Head Coach/Wide Receivers, Senior Offensive Assistant/Wide Receivers, Wide Receivers",Employed,ReidAn0
Rod Dowhower,Offensive Coordinator,Employed,ReidAn0
Leslie Frazier,Defensive Backs,Employed,ReidAn0
John Harbaugh,"Defensive Backs, Special Teams Coordinator",Employed,ReidAn0
Dick Jauron,Defensive Backs/Assistant Head Coach,Employed,ReidAn0
Sean McDermott,"Asst. DB Coach, Asst. to the Head Coach, Defensive Coordinator, Defensive Quality Control, Linebackers, Scouting Coordinator, Secondary",Employed,ReidAn0
Marty Mornhinweg,"Assistant Head Coach, Assistant Head Coach/Offensive Coordinator, Offensive Coordinator/Assistant Head Coach, Senior Assistant",Employed,ReidAn0
Matt Nagy,"Coaches' Assistant, Coaching Intern, Offensive Coordinator, Offensive Quality Control, Quarterbacks",Employed,ReidAn0
Doug Pederson,"Offensive Coordinator, Offensive Quality Control, Quarterbacks",Employed,ReidAn0
Ron Rivera,Linebackers,Employed,ReidAn0
Pat Shurmur,"Quarterbacks, Tight Ends/Offensive Line",Employed,ReidAn0
Steve Spagnuolo,"Defensive Assistant/Quality Control, Defensive Backs, Defensive Coordinator, Linebackers",Employed,ReidAn0
Emmitt Thomas,Defensive Backs,Employed,ReidAn0
Rod Dowhower,Quarterbacks,Worked For,ChilBr0
Matt Nagy,"Offensive Consultant, Senior Offensive Asst.",Worked For,ChilBr0
Andy Reid,"Assistant Head Coach, Co-Offensive Coordinator, Offensive Coordinator, Quarterbacks, Spread Game Analyst",Worked For,ChilBr0
Pat Shurmur,Offensive Coordinator,Worked For,ChilBr0
Darrell Bevell,Offensive Coordinator,Employed,ChilBr0
Leslie Frazier,"Assistant Head Coach/Defensive Coordinator, Defensive Coordinator",Employed,ChilBr0
Kevin Stefanski,"Assistant, Asst. QB Coach",Employed,ChilBr0
Mike Tomlin,Defensive Coordinator,Employed,ChilBr0
Joe Bugel,Defensive Line/Secondary,Worked For,JohnJi1
Dennis Erickson,Linebackers,Worked For,JohnJi1
Lindy Infante,Defensive Coordinator,Worked For,JohnJi1
Hank Kuhlmann,Defensive Line/Secondary,Worked For,JohnJi1
Ted Marchibroda,Linebackers,Worked For,JohnJi1
Andy Reid,Defensive Coordinator,Worked For,JohnJi1
Gene Stallings,Defensive Line/Secondary,Worked For,JohnJi1
John Harbaugh,"Offensive Line, Running Game Coordinator",Worked For,CastJu0
Sean McDermott,Run Game Coordinator/Offensive Line,Worked For,CastJu0
Matt Nagy,Offensive Line,Worked For,CastJu0
Andy Reid,"Defensive Coordinator, Offensive Line",Worked For,CastJu0
Ray Rhodes,"Offensive Assistant, Offensive Line, Tight Ends",Worked For,CastJu0
Ron Rivera,Tight Ends,Worked For,CastJu0
Bill Cowher,Wide Receivers,Worked For,CullDa0
John Harbaugh,Asst. Head Coach/Wide Receivers/Passing Game Coordinator,Worked For,CullDa0
Sean McDermott,Quarterbacks,Worked For,CullDa0
Andy Reid,"Asst. Head Coach/Wide Receivers, Senior Offensive Assistant/Wide Receivers, Wide Receivers",Worked For,CullDa0
Sam Wyche,Wide Receivers,Worked For,CullDa0
Romeo Crennel,Senior Advisor,Employed,CullDa0
Lovie Smith,Defensive Coordinator,Employed,CullDa0
Brad Childress,"Assistant Head Coach/Defensive Coordinator, Defensive Coordinator",Worked For,FrazLe0
Tony Dungy,Defensive Backs,Worked For,FrazLe0
John Harbaugh,Secondary,Worked For,FrazLe0
Marvin Lewis,Defensive Coordinator,Worked For,FrazLe0
Mike Macdonald,Assistant Head Coach,Worked For,FrazLe0
Sean McDermott,"Assistant Head Coach/Defensive Coordinator, Defensive Coordinator",Worked For,FrazLe0
Andy Reid,Defensive Backs,Worked For,FrazLe0
Lovie Smith,Defensive Coordinator,Worked For,FrazLe0
Darrell Bevell,Offensive Coordinator,Employed,FrazLe0
Mike Singletary,"Assistant Head Coach/Linebackers, Asst. Head Coach/Linebackers",Employed,FrazLe0
Kevin Stefanski,Asst. QB Coach,Employed,FrazLe0
Andy Reid,"Defensive Backs, Special Teams Coordinator",Worked For,HarbJo0
Ray Rhodes,Special Teams Coordinator,Worked For,HarbJo0
Jim Caldwell,"Offensive Coordinator, Quarterbacks/Interim Offensive Coordinator",Employed,HarbJo0
Cam Cameron,Offensive Coordinator,Employed,HarbJo0
David Culley,Asst. Head Coach/Wide Receivers/Passing Game Coordinator,Employed,HarbJo0
Vic Fangio,Linebackers,Employed,HarbJo0
Leslie Frazier,Secondary,Employed,HarbJo0
Hue Jackson,Quarterbacks,Employed,HarbJo0
Gary Kubiak,Offensive Coordinator,Employed,HarbJo0
Mike Macdonald,"Defensive Assistant, Defensive Backs, Defensive Coordinator, Intern, Linebackers",Employed,HarbJo0
Marty Mornhinweg,"Offensive Coordinator/Quarterbacks, Quarterbacks, Quarterbacks/Interim Offensive Coordinator",Employed,HarbJo0
Chuck Pagano,"Defensive Coordinator, Secondary",Employed,HarbJo0
Mike Pettine,Outside Linebackers,Employed,HarbJo0
Jerry Rosburg,Special Teams Coordinator,Employed,HarbJo0
Rex Ryan,Defensive Coordinator/Assistant Head Coach,Employed,HarbJo0
Al Saunders,Offensive Consultant,Employed,HarbJo0
Steve Spagnuolo,"Secondary, Sr. Defensive Asst.",Employed,HarbJo0
Marc Trestman,Offensive Coordinator,Employed,HarbJo0
Jim Zorn,Quarterbacks,Employed,HarbJo0
Andy Reid,"Asst. DB Coach, Asst. to the Head Coach, Defensive Coordinator, Defensive Quality Control, Linebackers, Scouting Coordinator, Secondary",Worked For,McDeSe0
Ron Rivera,Defensive Coordinator,Worked For,McDeSe0
David Culley,Quarterbacks,Employed,McDeSe0
Brian Daboll,Offensive Coordinator,Employed,McDeSe0
Leslie Frazier,"Assistant Head Coach/Defensive Coordinator, Defensive Coordinator",Employed,McDeSe0
Aaron Kromer,Offensive Line,Employed,McDeSe0
Terry Robiskie,Wide Receivers,Employed,McDeSe0
Andy Reid,Linebackers,Worked For,RiveRo0
Lovie Smith,Defensive Coordinator,Worked For,RiveRo0
Norv Turner,"Defensive Coordinator, Linebackers",Worked For,RiveRo0
Dave Wannstedt,Defensive Quality Control,Worked For,RiveRo0
Rob Chudzinski,Offensive Coordinator,Employed,RiveRo0
Jack Del Rio,Defensive Coordinator,Employed,RiveRo0
Perry Fewell,Defensive Backs/Interim HC,Employed,RiveRo0
Sean McDermott,Defensive Coordinator,Employed,RiveRo0
Norv Turner,Offensive Coordinator,Employed,RiveRo0
Steve Wilks,"Asst. Head Coach/Defensive Backs, Asst. Head Coach/Defensive Coordinator, Defensive Backs",Employed,RiveRo0
Vic Fangio,Offensive Coordinator,Worked For,ShurPa0
Chip Kelly,"Offensive Coordinator, Offensive Coordinator/Interim Head Coach",Worked For,ShurPa0
Andy Reid,"Quarterbacks, Tight Ends/Offensive Line",Worked For,ShurPa0
